plot_row,plot_column,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
53 && 54 && 55 && 56,20,PI_152860,176,128,142,0.91,,0.73,,,,0.098212,0.083773,0.059841,0.23772,0.66251,13.2668 && 5.2741,25.8548,21.2297,340654.1725 && 340653.4755 && 340652.628 && 340651.931,3832740.295 && 3832740.53 && 3832740.62 && 3832740.855,PHOTOPERIOD_SENSITIVE,Sweet,Sudan,,SF-BE-r2-p2465 && SF-BE-r2-p2466 && SF-BE-r2-p2467 && SF-BE-r2-p2468,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2465 && BMS.SF-BE-r2-p2467 && PAN.SF-BE-r2-p2467 && LEF.SF-BE-r2-p2467,ANTHESIS && MATURITY
53 && 54 && 55 && 56,21,PI_570047,65,50,54,0.44,,0.33,,,,0.31565,0.033053,0.072064,0.31202,0.42202,12.9315 && 3.7794,18.2861,29.6481,340655.703 && 340655.005 && 340654.1985 && 340653.5005,3832744.635 && 3832744.87 && 3832745.075 && 3832745.305,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p2517 && SF-BE-r2-p2518 && SF-BE-r2-p2519 && SF-BE-r2-p2520,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2517 && BMS.SF-BE-r2-p2519 && PAN.SF-BE-r2-p2519 && LEF.SF-BE-r2-p2519,ANTHESIS && MATURITY
53 && 54 && 55 && 56,22,PI_330168,47,58,54,0.36,,0.25,,,,0.7473,0.05441,0.055187,0.19473,0.22664,7.5669 && 9.1887,1.4332,11.9865,340657.21 && 340656.512 && 340655.6675 && 340654.969,3832748.91 && 3832749.145 && 3832749.24 && 3832749.47,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2569 && SF-BE-r2-p2570 && SF-BE-r2-p2571 && SF-BE-r2-p2572,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2569 && BMS.SF-BE-r2-p2571 && PAN.SF-BE-r2-p2571 && LEF.SF-BE-r2-p2571,ANTHESIS && MATURITY
53 && 54 && 55 && 56,23,PI_267573,80,97,98,0.38,,0.32,,,,0.32377,0.065885,0.052843,0.26006,0.2946,3.7933 && 2.0803,1.4179,5.3493,340658.749 && 340658.0515 && 340657.1955 && 340656.498,3832753.275 && 3832753.51 && 3832753.57 && 3832753.805,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,Durra,SF-BE-r2-p2621 && SF-BE-r2-p2622 && SF-BE-r2-p2623 && SF-BE-r2-p2624,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2621 && BMS.SF-BE-r2-p2623 && PAN.SF-BE-r2-p2623 && LEF.SF-BE-r2-p2623,ANTHESIS && MATURITY
53 && 54 && 55 && 56,24,PI_568717,64,54,72,0.87,,0.67,,,,0.35852,0.066347,0.048377,0.17502,0.22536,5.7648 && 1.0566,0.76256,5.7982,340660.275 && 340659.577 && 340658.7315 && 340658.0335,3832757.605 && 3832757.84 && 3832757.93 && 3832758.16,PHOTOPERIOD_SENSITIVE,Cellulosic,,Durra-caudatum,SF-BE-r2-p2673 && SF-BE-r2-p2674 && SF-BE-r2-p2675 && SF-BE-r2-p2676,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2673 && BMS.SF-BE-r2-p2675 && PAN.SF-BE-r2-p2675 && LEF.SF-BE-r2-p2675,ANTHESIS && MATURITY
53 && 54 && 55 && 56,25,PI_569444,56,51,57,0.50,,0.39,,,,0.18015,0.072779,0.051266,0.2583,0.29675,8.9918 && 2.7199,2.4745,5.034,340661.794 && 340661.096 && 340660.228 && 340659.5295,3832761.915 && 3832762.145 && 3832762.17 && 3832762.405,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r2-p2725 && SF-BE-r2-p2726 && SF-BE-r2-p2727 && SF-BE-r2-p2728,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2725 && BMS.SF-BE-r2-p2727 && PAN.SF-BE-r2-p2727 && LEF.SF-BE-r2-p2727,ANTHESIS && MATURITY
53 && 54 && 55 && 56,26,PI_329394,78,86,95,0.60,,0.51,,,,0.32933,0.057165,0.050915,0.18063,0.43795,6.4933 && 1.5128,8.0941,8.8773,340663.329 && 340662.631 && 340661.7715 && 340661.074,3832766.265 && 3832766.5 && 3832766.55 && 3832766.785,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r2-p2777 && SF-BE-r2-p2778 && SF-BE-r2-p2779 && SF-BE-r2-p2780,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2777 && BMS.SF-BE-r2-p2779 && PAN.SF-BE-r2-p2779 && LEF.SF-BE-r2-p2779,ANTHESIS && MATURITY
53 && 54 && 55 && 56,27,PI_525049,90,96,102,0.58,,0.48,,,,0.27182,0.061941,0.066016,0.26733,0.50828,11.7382 && 2.2213,13.2491,16.3832,340664.853 && 340664.155 && 340663.3055 && 340662.6075,3832770.59 && 3832770.825 && 3832770.9 && 3832771.135,PHOTOPERIOD_SENSITIVE,Cellulosic,Malawi,Guinea,SF-BE-r2-p2829 && SF-BE-r2-p2830 && SF-BE-r2-p2831 && SF-BE-r2-p2832,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2829 && BMS.SF-BE-r2-p2831 && PAN.SF-BE-r2-p2831 && LEF.SF-BE-r2-p2831,ANTHESIS && MATURITY
53 && 54 && 55 && 56,28,PI_156326,,,,,,,,,,0.42995,0.041919,0.056354,0.14217,0.15703,2.4421 && 10.9596,0.7105,16.5738,340666.3475 && 340665.65 && 340664.772 && 340664.0745,3832774.83 && 3832775.065 && 3832775.055 && 3832775.29,PHOTOPERIOD_SENSITIVE,Cellulosic,Zambia,Caudatum,SF-BE-r2-p2881 && SF-BE-r2-p2882 && SF-BE-r2-p2883 && SF-BE-r2-p2884,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2881 && BMS.SF-BE-r2-p2883 && PAN.SF-BE-r2-p2883 && LEF.SF-BE-r2-p2883,ANTHESIS && MATURITY
53 && 54 && 55 && 56,29,PI_330796,97,68,75,0.78,,0.60,,,,0.28833,0.056962,0.071162,0.29406,0.30559,16.8768 && 22.8033,22.6354,17.9524,340667.857 && 340667.161 && 340666.316 && 340665.6195,3832778.935 && 3832779.165 && 3832779.34 && 3832779.57,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2929 && SF-BE-r2-p2930 && SF-BE-r2-p2931 && SF-BE-r2-p2932,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2929 && BMS.SF-BE-r2-p2931 && PAN.SF-BE-r2-p2931 && LEF.SF-BE-r2-p2931,ANTHESIS && MATURITY
53 && 54 && 55 && 56,30,PI_646251,74,65,71,0.44,,0.35,,,,0.67447,,0.073581,0.19459,0.2947,6.3528 && 11.2074,10.4038,26.1356,340669.369 && 340668.6735 && 340667.868 && 340667.172,3832783.235 && 3832783.465 && 3832783.745 && 3832783.98,PHOTOPERIOD_SENSITIVE,Cellulosic,Uganda,,SF-BE-r2-p2929 && SF-BE-r2-p2961 && SF-BE-r2-p2930 && SF-BE-r2-p2962 && SF-BE-r2-p2931 && SF-BE-r2-p2963 && SF-BE-r2-p2932 && SF-BE-r2-p2964,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2961 && BMS.SF-BE-r2-p2963 && PAN.SF-BE-r2-p2963 && LEF.SF-BE-r2-p2963,ANTHESIS && MATURITY
53 && 54 && 55 && 56,31,PI_329711,77,64,68,0.33,,0.26,,,,,,0.07731,0.13197,0.39839,11.7005 && 8.1316,34.0049,21.2716,340670.8745 && 340670.1795 && 340669.338 && 340668.643,3832787.51 && 3832787.745 && 3832787.92 && 3832788.155,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2929 && SF-BE-r2-p2993 && SF-BE-r2-p2930 && SF-BE-r2-p2994 && SF-BE-r2-p2931 && SF-BE-r2-p2995 && SF-BE-r2-p2932 && SF-BE-r2-p2996,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2993 && BMS.SF-BE-r2-p2995 && PAN.SF-BE-r2-p2995 && LEF.SF-BE-r2-p2995,ANTHESIS && MATURITY
53 && 54 && 55 && 56,32,PI_569460,75,68,62,0.48,,0.37,,,,,,,0.24376,0.16229,3.2502 && 2.2736,14.3149,34.6318,340672.403 && 340671.7085 && 340670.862 && 340670.167,3832791.85 && 3832792.085 && 3832792.24 && 3832792.48,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r2-p2929 && SF-BE-r2-p3025 && SF-BE-r2-p2930 && SF-BE-r2-p3026 && SF-BE-r2-p2931 && SF-BE-r2-p3027 && SF-BE-r2-p2932 && SF-BE-r2-p3028,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p3025 && BMS.SF-BE-r2-p3027 && PAN.SF-BE-r2-p3027 && LEF.SF-BE-r2-p3027,ANTHESIS && MATURITY
57 && 58 && 59 && 60,1,PI_329550,114,135,162,1.09,,0.93,,,,,,0.036114,0.17723,0.20591,,17.5151,18.3871,340622.41 && 340621.7195 && 340621.2415 && 340620.551,3832659.1 && 3832659.33 && 3832659.69 && 3832659.915,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p1541 && SF-BE-r2-p1542 && SF-BE-r2-p1543 && SF-BE-r2-p1544,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1541 && BMS.SF-BE-r2-p1543 && PAN.SF-BE-r2-p1543 && LEF.SF-BE-r2-p1543,ANTHESIS && MATURITY
57 && 58 && 59 && 60,2,PI_455217,157,146,142,0.81,,0.67,,,,0.26342,0.06727,0.063566,0.22318,0.41727,,43.2941,30.5421,340623.929 && 340623.2395 && 340622.7925 && 340622.1035,3832663.41 && 3832663.64 && 3832664.095 && 3832664.33,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,Durra,SF-BE-r2-p1573 && SF-BE-r2-p1574 && SF-BE-r2-p1575 && SF-BE-r2-p1576,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1573 && BMS.SF-BE-r2-p1575 && PAN.SF-BE-r2-p1575 && LEF.SF-BE-r2-p1575,ANTHESIS && MATURITY
57 && 58 && 59 && 60,3,PI_455221,170,176,174,2.34,,1.87,,,,0.64166,0.044814,0.079725,0.3036,0.33495,,51.8485,13.7559,340625.426 && 340624.736 && 340624.3145 && 340623.625,3832667.655 && 3832667.885 && 3832668.425 && 3832668.655,,,,,SF-BE-r2-p1605 && SF-BE-r2-p1606 && SF-BE-r2-p1607 && SF-BE-r2-p1608,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1605 && BMS.SF-BE-r2-p1607 && PAN.SF-BE-r2-p1607 && LEF.SF-BE-r2-p1607,ANTHESIS && MATURITY
57 && 58 && 59 && 60,4,PI_562970,80,87,79,0.66,,0.51,,,,0.4654,0.030585,0.084732,0.30709,0.44125,,56.7256,38.9701,340626.901 && 340626.206 && 340625.695 && 340625.0005,3832672.015 && 3832672.25 && 3832672.745 && 3832672.98,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r2-p1637 && SF-BE-r2-p1638 && SF-BE-r2-p1639 && SF-BE-r2-p1640,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1637 && BMS.SF-BE-r2-p1639 && PAN.SF-BE-r2-p1639 && LEF.SF-BE-r2-p1639,ANTHESIS && MATURITY
57 && 58 && 59 && 60,5,PI_569455,100,96,95,1.10,,0.89,,,,0.36821,0.042595,0.095314,0.18714,0.2645,,47.4527,26.5754,340628.46 && 340627.7655 && 340627.234 && 340626.54,3832676.43 && 3832676.67 && 3832677.115 && 3832677.35,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p1689 && SF-BE-r2-p1690 && SF-BE-r2-p1691 && SF-BE-r2-p1692,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1689 && BMS.SF-BE-r2-p1691 && PAN.SF-BE-r2-p1691 && LEF.SF-BE-r2-p1691,ANTHESIS && MATURITY
57 && 58 && 59 && 60,6,PI_330833,176,189,203,1.01,0.95,0.73,36,32,28,0.62189,0.046676,0.064641,0.25708,0.3449,,30.3646,39.3184,340629.9465 && 340629.2515 && 340628.7365 && 340628.0415,3832680.645 && 3832680.88 && 3832681.38 && 3832681.615,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p1741 && SF-BE-r2-p1742 && SF-BE-r2-p1743 && SF-BE-r2-p1744,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1741 && BMS.SF-BE-r2-p1743 && PAN.SF-BE-r2-p1743 && LEF.SF-BE-r2-p1743,ANTHESIS && MATURITY
57 && 58 && 59 && 60,7,PI_521019,130,109,111,1.06,,0.89,,,,0.36128,0.071897,0.076552,0.33495,0.55258,,68.2755,31.4861,340631.46 && 340630.765 && 340630.2605 && 340629.5655,3832684.935 && 3832685.17 && 3832685.705 && 3832685.935,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-caudatum,SF-BE-r2-p1793 && SF-BE-r2-p1794 && SF-BE-r2-p1795 && SF-BE-r2-p1796,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1793 && BMS.SF-BE-r2-p1795 && PAN.SF-BE-r2-p1795 && LEF.SF-BE-r2-p1795,ANTHESIS && MATURITY
57 && 58 && 59 && 60,8,CHECK,216,213,219,0.71,0.53,0.48,45,40,39,0.47722,0.04166,0.051876,0.23404,0.80119,,51.4726,43.158,340633.0325 && 340632.3365 && 340631.812 && 340631.1165,3832689.395 && 3832689.625 && 3832690.105 && 3832690.34,,,,,SF-BE-r2-p1845 && SF-BE-r2-p1846 && SF-BE-r2-p1847 && SF-BE-r2-p1848,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1845 && BMS.SF-BE-r2-p1847 && PAN.SF-BE-r2-p1847 && LEF.SF-BE-r2-p1847,ANTHESIS && MATURITY
57 && 58 && 59 && 60,9,PI_570031,123,132,133,0.71,,0.58,,,,0.36139,0.063897,0.078421,0.20193,0.53022,,54.5128,46.7745,340634.484 && 340633.787 && 340633.2935 && 340632.597,3832693.505 && 3832693.735 && 3832694.315 && 3832694.545,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p1897 && SF-BE-r2-p1898 && SF-BE-r2-p1899 && SF-BE-r2-p1900,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1897 && BMS.SF-BE-r2-p1899 && PAN.SF-BE-r2-p1899 && LEF.SF-BE-r2-p1899,ANTHESIS && MATURITY
57 && 58 && 59 && 60,10,PI_452542,235,198,208,1.45,,1.29,,,,0.53178,0.058467,0.060557,0.30722,0.52669,,53.1837,18.0191,340636.021 && 340635.3245 && 340634.8125 && 340634.116,3832697.86 && 3832698.095 && 3832698.625 && 3832698.855,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,Durra,SF-BE-r2-p1949 && SF-BE-r2-p1950 && SF-BE-r2-p1951 && SF-BE-r2-p1952,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1949 && BMS.SF-BE-r2-p1951 && PAN.SF-BE-r2-p1951 && LEF.SF-BE-r2-p1951,ANTHESIS && MATURITY
57 && 58 && 59 && 60,11,PI_570109,109,115,99,1.03,,0.80,,,,0.34593,0.066325,0.080422,0.26118,0.51336,,70.6862,33.5748,340637.6235 && 340636.928 && 340636.3625 && 340635.6675,3832702.4 && 3832702.635 && 3832703.02 && 3832703.26,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p2001 && SF-BE-r2-p2002 && SF-BE-r2-p2003 && SF-BE-r2-p2004,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2001 && BMS.SF-BE-r2-p2003 && PAN.SF-BE-r2-p2003 && LEF.SF-BE-r2-p2003,ANTHESIS && MATURITY
57 && 58 && 59 && 60,12,PI_570074,53,64,65,0.32,,0.24,,,,0.59876,0.048417,0.062237,0.20477,0.35906,,29.417,46.2968,340639.1705 && 340638.475 && 340637.894 && 340637.198,3832706.785 && 3832707.02 && 3832707.365 && 3832707.6,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p2053 && SF-BE-r2-p2054 && SF-BE-r2-p2055 && SF-BE-r2-p2056,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2053 && BMS.SF-BE-r2-p2055 && PAN.SF-BE-r2-p2055 && LEF.SF-BE-r2-p2055,ANTHESIS && MATURITY
57 && 58 && 59 && 60,13,PI_329333,184,167,156,0.97,,0.83,,,,0.46455,0.051105,0.077023,0.18438,0.44494,,30.9893,49.2686,340640.724 && 340640.0285 && 340639.405 && 340638.7095,3832711.19 && 3832711.425 && 3832711.66 && 3832711.895,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2105 && SF-BE-r2-p2106 && SF-BE-r2-p2107 && SF-BE-r2-p2108,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2105 && BMS.SF-BE-r2-p2107 && PAN.SF-BE-r2-p2107 && LEF.SF-BE-r2-p2107,ANTHESIS && MATURITY
57 && 58 && 59 && 60,14,PI_329841,213,233,176,1.36,,1.13,,,,0.76847,0.046261,0.061723,0.39177,0.28374,,43.7227,32.561,340641.9785 && 340641.2845 && 340640.888 && 340640.194,3832714.745 && 3832714.985 && 3832715.87 && 3832716.11,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r2-p2157 && SF-BE-r2-p2158 && SF-BE-r2-p2159 && SF-BE-r2-p2160,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2157 && BMS.SF-BE-r2-p2159 && PAN.SF-BE-r2-p2159 && LEF.SF-BE-r2-p2159,ANTHESIS && MATURITY
57 && 58 && 59 && 60,15,PI_506122,98,112,105,0.48,,0.37,,,,0.99577,0.042727,0.068392,0.38505,0.48165,,29.4692,32.792,340643.538 && 340642.8435 && 340642.414 && 340641.7195,3832719.165 && 3832719.405 && 3832720.2 && 3832720.44,PHOTOPERIOD_SENSITIVE,Cellulosic,Togo,Guinea,SF-BE-r2-p2209 && SF-BE-r2-p2210 && SF-BE-r2-p2211 && SF-BE-r2-p2212,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2209 && BMS.SF-BE-r2-p2211 && PAN.SF-BE-r2-p2211 && LEF.SF-BE-r2-p2211,ANTHESIS && MATURITY
57 && 58 && 59 && 60,16,PI_155885,102,106,98,1.05,,0.79,,,,0.77157,0.042547,0.074722,0.40969,0.44467,,29.5497,42.6629,340645.1245 && 340644.4285 && 340643.908 && 340643.212,3832723.66 && 3832723.895 && 3832724.435 && 3832724.67,PHOTOPERIOD_SENSITIVE,Cellulosic,Tanzania,,SF-BE-r2-p2261 && SF-BE-r2-p2262 && SF-BE-r2-p2263 && SF-BE-r2-p2264,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2261 && BMS.SF-BE-r2-p2263 && PAN.SF-BE-r2-p2263 && LEF.SF-BE-r2-p2263,ANTHESIS && MATURITY
57 && 58 && 59 && 60,17,PI_569097,187,202,201,1.08,1.02,0.89,14,13,12,0.76896,0.052996,0.080508,0.15582,0.42411,,46.0631,44.3532,340646.668 && 340645.9715 && 340645.4145 && 340644.718,3832728.035 && 3832728.27 && 3832728.715 && 3832728.945,PHOTOPERIOD_SENSITIVE,Cellulosic,Sudan,Durra,SF-BE-r2-p2313 && SF-BE-r2-p2314 && SF-BE-r2-p2315 && SF-BE-r2-p2316,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2313 && BMS.SF-BE-r2-p2315 && PAN.SF-BE-r2-p2315 && LEF.SF-BE-r2-p2315,ANTHESIS && MATURITY
57 && 58 && 59 && 60,18,PI_329286,86,119,127,1.22,,1.03,,,,0.7423,0.04327,0.060164,0.23144,0.33395,,6.3287,15.1784,340648.1575 && 340647.461 && 340646.9245 && 340646.2275,3832732.255 && 3832732.49 && 3832733.0 && 3832733.235,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2365 && SF-BE-r2-p2366 && SF-BE-r2-p2367 && SF-BE-r2-p2368,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2365 && BMS.SF-BE-r2-p2367 && PAN.SF-BE-r2-p2367 && LEF.SF-BE-r2-p2367,ANTHESIS && MATURITY
57 && 58 && 59 && 60,19,PI_152591,48,53,60,0.29,,0.21,,,,0.79081,0.040095,0.065946,0.2153,0.25199,,9.998,16.4264,340649.598 && 340648.9015 && 340648.4395 && 340647.743,3832736.335 && 3832736.57 && 3832737.3 && 3832737.535,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum,SF-BE-r2-p2417 && SF-BE-r2-p2418 && SF-BE-r2-p2419 && SF-BE-r2-p2420,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2417 && BMS.SF-BE-r2-p2419 && PAN.SF-BE-r2-p2419 && LEF.SF-BE-r2-p2419,ANTHESIS && MATURITY
57 && 58 && 59 && 60,20,PI_329546,96,94,94,0.94,,0.78,,,,0.52275,0.048135,0.076225,0.18805,0.20803,,16.2971,19.9108,340651.1425 && 340650.4455 && 340649.9905 && 340649.2935,3832740.715 && 3832740.945 && 3832741.7 && 3832741.935,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2469 && SF-BE-r2-p2470 && SF-BE-r2-p2471 && SF-BE-r2-p2472,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2469 && BMS.SF-BE-r2-p2471 && PAN.SF-BE-r2-p2471 && LEF.SF-BE-r2-p2471,ANTHESIS && MATURITY
57 && 58 && 59 && 60,21,PI_329351,78,98,111,0.85,,0.71,,,,0.63284,0.039202,0.05447,0.1836,0.18454,,16.8498,23.9059,340652.727 && 340652.0295 && 340651.516 && 340650.818,3832745.205 && 3832745.435 && 3832746.03 && 3832746.265,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2521 && SF-BE-r2-p2522 && SF-BE-r2-p2523 && SF-BE-r2-p2524,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2521 && BMS.SF-BE-r2-p2523 && PAN.SF-BE-r2-p2523 && LEF.SF-BE-r2-p2523,ANTHESIS && MATURITY
57 && 58 && 59 && 60,22,PI_155516,79,67,70,0.62,,0.49,,,,0.99923,0.031592,0.079832,0.18812,0.22944,,33.135,28.2205,340654.237 && 340653.539 && 340653.021 && 340652.3225,3832749.48 && 3832749.71 && 3832750.3 && 3832750.535,PHOTOPERIOD_SENSITIVE,Cellulosic,Zambia,,SF-BE-r2-p2573 && SF-BE-r2-p2574 && SF-BE-r2-p2575 && SF-BE-r2-p2576,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2573 && BMS.SF-BE-r2-p2575 && PAN.SF-BE-r2-p2575 && LEF.SF-BE-r2-p2575,ANTHESIS && MATURITY
57 && 58 && 59 && 60,23,PI_329615,,,,,,,,,,0.74727,0.048287,0.063589,0.22283,0.24515,,0.7788,1.7672,340655.7165 && 340655.019 && 340654.564 && 340653.8665,3832753.68 && 3832753.91 && 3832754.68 && 3832754.915,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2625 && SF-BE-r2-p2626 && SF-BE-r2-p2627 && SF-BE-r2-p2628,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2625 && BMS.SF-BE-r2-p2627 && PAN.SF-BE-r2-p2627 && LEF.SF-BE-r2-p2627,ANTHESIS && MATURITY
