row,range,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,ADF,AD_ICP,Adj_CP,aNDFom,Ash,Crude_protein,DCAD,Dry_Matter,EE_Fat,Lignin,NEG_OARDC,NEL3x_ADF,NEL3x_OARDC,NEM_OARDC,NFC,SPCP,Starch,TDN_OARDC,WSC_Sugar,Cellulose,Hemicellulose,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,SF16h_HGT_120_MEAN,SF16h_HGT_120_STD,SF16h_PAN_120_MEAN,SF16h_PAN_120_STD,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
41 && 42 && 43 && 44,31,PI_570110,64,73,66,0.37,,0.29,,,,36.46,0.62,19.01,59.73,0.36,15.48,8.31,91.22,1.06,1.42,44.45,75.18,68.29,70.78,21.15,144.34,1.18,73.54,15.64,35.04,25.83,0.55306,0.037831,,0.38617,0.30161,,,4.2294,67.6666666667,3.85861230093,,,340679.2135 && 340678.5185 && 340677.8235 && 340677.129,3832784.685 && 3832784.92 && 3832785.155 && 3832785.39,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p1477 && SF-BE-r1-p1478 && SF-BE-r1-p1479 && SF-BE-r1-p1480,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1477 && BMS.SF-BE-r1-p1479 && PAN.SF-BE-r1-p1479 && LEF.SF-BE-r1-p1479,ANTHESIS && MATURITY
41 && 42 && 43 && 44,32,PI_452619,185,152,131,1.18,,1.02,,,,37.4,0.6,11.13,64,2.48,9.35,21.4,91.93,0.95,5.62,32.52,69.66,60.09,57.14,24.12,83.6,0.6,64.47,14.4,31.78,28.15,0.27367,0.061975,,0.19204,0.39971,,,22.5562,156.0,22.2261107709,,,340680.7395 && 340680.0445 && 340679.35 && 340678.6555,3832789.01 && 3832789.245 && 3832789.48 && 3832789.72,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,Guinea-durra,SF-BE-r1-p1525 && SF-BE-r1-p1526 && SF-BE-r1-p1527 && SF-BE-r1-p1528,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1525 && BMS.SF-BE-r1-p1527 && PAN.SF-BE-r1-p1527 && LEF.SF-BE-r1-p1527,ANTHESIS && MATURITY
45 && 46 && 47 && 48,1,PI_156330,101,120,119,1.30,,1.02,,,,37.6,0.67,11.87,64.09,2.03,7.77,14.46,91.54,1.02,5.55,33.75,83.79,60.34,56.92,21.48,47.96,0.49,74.12,13.97,32.05,28.61,0.24909,0.064482,0.041023 && 0.058504,,,11.9206,50.8202 && 34.4779,,113.333333333,8.73053390247,,,340630.907 && 340630.2165 && 340629.5485 && 340628.8585,3832656.505 && 3832656.735 && 3832657.07 && 3832657.295,PHOTOPERIOD_SENSITIVE,Cellulosic,Zambia,Durra-caudatum,SF-BE-r1-p0041 && SF-BE-r1-p0042 && SF-BE-r1-p0043 && SF-BE-r1-p0044,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0041 && BMS.SF-BE-r1-p0043 && PAN.SF-BE-r1-p0043 && LEF.SF-BE-r1-p0043,ANTHESIS && MATURITY
45 && 46 && 47 && 48,2,PI_196049,201,143,131,1.09,,0.88,,,,37.48,0.49,7.47,65.93,2.35,5.19,29.5,90.56,0.95,3.33,33.6,81.41,63.32,57.19,24.81,15.04,-0.44,72.43,13.28,34.15,31.47,0.35889,0.056038,0.062059 && 0.082389,,,7.6162,52.8315 && 46.987,,158.333333333,30.5650490303,,,340632.4405 && 340631.7515 && 340631.098 && 340630.409,3832660.855 && 3832661.085 && 3832661.46 && 3832661.695,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,Durra,SF-BE-r1-p0089 && SF-BE-r1-p0090 && SF-BE-r1-p0091 && SF-BE-r1-p0092,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0089 && BMS.SF-BE-r1-p0091 && PAN.SF-BE-r1-p0091 && LEF.SF-BE-r1-p0091,ANTHESIS && MATURITY
45 && 46 && 47 && 48,3,PI_570400,121,113,104,1.17,,0.94,,,,41.64,0.69,11.6,67.81,3.46,9.84,12.34,91.98,1.04,5.32,30.46,69.32,58.33,54.79,18.37,76.13,0.72,62.86,11.53,36.32,28.15,0.45536,0.039854,0.09893 && 0.068631,,,8.1746,26.811 && 37.9174,,112.666666667,6.94422221867,,,340633.9695 && 340633.28 && 340632.6055 && 340631.916,3832665.195 && 3832665.425 && 3832665.74 && 3832665.97,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0137 && SF-BE-r1-p0138 && SF-BE-r1-p0139 && SF-BE-r1-p0140,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0137 && BMS.SF-BE-r1-p0139 && PAN.SF-BE-r1-p0139 && LEF.SF-BE-r1-p0139,ANTHESIS && MATURITY
45 && 46 && 47 && 48,4,PI_156203,172,163,160,2.13,,1.74,,,,39.97,0.66,11.54,67.43,3.4,8.79,15.93,92.86,0.98,6.89,28.09,74.26,56.19,51.36,17.97,77.24,0.69,65.52,9.75,33.08,29.7,0.040969,0.067117,0.064673 && 0.084081,,,10.1583,43.9965 && 31.6592,,165.0,5.09901951359,,,340635.421 && 340634.7265 && 340634.0455 && 340633.3505,3832669.475 && 3832669.705 && 3832669.915 && 3832670.15,PHOTOPERIOD_SENSITIVE,Cellulosic,Malawi,Caudatum-bicolor,SF-BE-r1-p0185 && SF-BE-r1-p0186 && SF-BE-r1-p0187 && SF-BE-r1-p0188,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0185 && BMS.SF-BE-r1-p0187 && PAN.SF-BE-r1-p0187 && LEF.SF-BE-r1-p0187,ANTHESIS && MATURITY
45 && 46 && 47 && 48,5,CHECK,165,180,182,0.40,0.34,0.33,39,26,26,43.21,0.71,8.14,71.01,2.82,5.08,22.59,92.96,0.95,6.23,27,69.92,56.3,50.31,17.24,9.77,0.42,62.59,11.21,36.98,28.94,0.55646,0.041991,0.061441 && 0.055143,,,4.9979,41.2338 && 9.7316,,175.666666667,7.58653778449,30.3333333333,6.12825877028,340636.952 && 340636.258 && 340635.606 && 340634.912,3832673.815 && 3832674.05 && 3832674.345 && 3832674.58,,,,,SF-BE-r1-p0233 && SF-BE-r1-p0234 && SF-BE-r1-p0235 && SF-BE-r1-p0236,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0233 && BMS.SF-BE-r1-p0235 && PAN.SF-BE-r1-p0235 && LEF.SF-BE-r1-p0235,ANTHESIS && MATURITY
45 && 46 && 47 && 48,6,PI_329702,136,153,163,0.94,,0.78,,,,39.54,0.63,10.38,65.38,4.68,9.31,23.02,93.05,1,5.51,28.41,64.01,57.26,54.06,20.86,97.63,0.62,57.33,9.48,34.03,27.74,0.61958,0.036869,0.070671 && 0.07411,,,9.0651,19.0847 && 6.2117,,150.666666667,11.1455023315,,,340638.464 && 340637.7695 && 340637.142 && 340636.447,3832678.1 && 3832678.335 && 3832678.695 && 3832678.93,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0281 && SF-BE-r1-p0282 && SF-BE-r1-p0283 && SF-BE-r1-p0284,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0281 && BMS.SF-BE-r1-p0283 && PAN.SF-BE-r1-p0283 && LEF.SF-BE-r1-p0283,ANTHESIS && MATURITY
45 && 46 && 47 && 48,7,PI_570085,65,81,103,0.61,,0.43,,,,34.68,0.55,12.69,60.38,3.95,11.01,24.8,91.97,0.98,4.84,33.41,68.29,61.2,59.85,25.05,126.12,0.62,62.94,14.7,29.84,28.04,0.99762,0.031122,0.088283 && 0.060477,,,4.3279,16.5515 && 14.9831,,83.0,15.5777619274,,,340639.993 && 340639.2975 && 340638.671 && 340637.976,3832682.43 && 3832682.665 && 3832683.03 && 3832683.265,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0329 && SF-BE-r1-p0330 && SF-BE-r1-p0331 && SF-BE-r1-p0332,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0329 && BMS.SF-BE-r1-p0331 && PAN.SF-BE-r1-p0331 && LEF.SF-BE-r1-p0331,ANTHESIS && MATURITY
45 && 46 && 47 && 48,8,PI_569418,100,117,95,1.06,,0.82,,,,35.35,0.53,11.91,61.78,4.92,10.7,29.21,91.73,0.97,4.35,32.12,67.46,60.5,57.68,23.28,109.08,0.32,62.22,11.85,31,28.81,0.27329,0.07055,0.078392 && 0.067526,,,11.8901,15.0199 && 41.863,,104.0,9.41629792788,,,340641.554 && 340640.8585 && 340640.195 && 340639.499,3832686.855 && 3832687.09 && 3832687.355 && 3832687.585,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0377 && SF-BE-r1-p0378 && SF-BE-r1-p0379 && SF-BE-r1-p0380,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0377 && BMS.SF-BE-r1-p0379 && PAN.SF-BE-r1-p0379 && LEF.SF-BE-r1-p0379,ANTHESIS && MATURITY
45 && 46 && 47 && 48,9,PI_329605,79,71,77,1.12,,0.88,,,,37.45,0.63,13.86,64.49,2.4,11.57,17.94,91.31,1.06,3.06,36.29,77.49,62.59,60.72,18.99,91.62,0.7,70.34,11.24,34.39,29.47,0.43491,0.046189,0.065165 && 0.071504,,,1.8899,4.7439 && 20.5739,,75.6666666667,3.3993463424,,,340643.0485 && 340642.3515 && 340641.673 && 340640.9765,3832691.095 && 3832691.325 && 3832691.545 && 3832691.775,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0425 && SF-BE-r1-p0426 && SF-BE-r1-p0427 && SF-BE-r1-p0428,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0425 && BMS.SF-BE-r1-p0427 && PAN.SF-BE-r1-p0427 && LEF.SF-BE-r1-p0427,ANTHESIS && MATURITY
45 && 46 && 47 && 48,10,PI_585406,146,172,156,1.26,,1.07,,,,38.85,0.63,9.37,64.95,4.47,8.22,18.11,92.07,0.98,6.25,28.44,64.71,57.05,52.95,22.87,77.36,0.61,59.94,14.06,32.6,28.39,0.52907,0.055416,0.081148 && 0.055609,,,17.411,65.6697 && 49.9939,,158.0,10.7082522695,,,340644.562 && 340643.8655 && 340643.208 && 340642.5115,3832695.38 && 3832695.615 && 3832695.895 && 3832696.125,PHOTOPERIOD_INSENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r1-p0473 && SF-BE-r1-p0474 && SF-BE-r1-p0475 && SF-BE-r1-p0476,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0473 && BMS.SF-BE-r1-p0475 && PAN.SF-BE-r1-p0475 && LEF.SF-BE-r1-p0475,ANTHESIS && MATURITY
45 && 46 && 47 && 48,11,PI_329569,188,216,190,1.43,,1.12,,,,35.97,0.47,7.64,61.86,3.23,7.21,24.89,91.57,0.89,5.06,32.29,67.25,61.51,57.26,27.63,68.11,0.35,63.95,17.48,30.91,27.94,0.66723,0.054476,0.059856 && 0.067313,,,11.8006,55.8606 && 45.3623,,198.0,12.7540843131,,,340646.0955 && 340645.4005 && 340644.729 && 340644.0335,3832699.73 && 3832699.965 && 3832700.205 && 3832700.44,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0521 && SF-BE-r1-p0522 && SF-BE-r1-p0523 && SF-BE-r1-p0524,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0521 && BMS.SF-BE-r1-p0523 && PAN.SF-BE-r1-p0523 && LEF.SF-BE-r1-p0523,ANTHESIS && MATURITY
45 && 46 && 47 && 48,12,PI_337689,242,247,216,1.03,1.02,0.84,13,18,20,37.97,0.51,6.92,64.9,2.96,6.64,25.18,91.98,0.89,5.1,31.76,65.89,60.91,55.98,25.13,56.87,0.45,62.2,15.39,32.87,28.79,0.34969,0.067702,0.082311 && 0.071247,,,7.2711,39.2413 && 34.9753,,235.0,13.5892114071,17.0,2.94392028878,340647.635 && 340646.939 && 340646.258 && 340645.5625,3832704.09 && 3832704.325 && 3832704.54 && 3832704.775,PHOTOPERIOD_INSENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0569 && SF-BE-r1-p0570 && SF-BE-r1-p0571 && SF-BE-r1-p0572,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0569 && BMS.SF-BE-r1-p0571 && PAN.SF-BE-r1-p0571 && LEF.SF-BE-r1-p0571,ANTHESIS && MATURITY
45 && 46 && 47 && 48,13,PI_569425,74,98,91,0.76,,0.57,,,,36.39,0.62,11.69,62.93,2.79,9.23,21.53,90.63,1.05,3.87,35.27,79.71,62.28,59.48,23.45,57.92,0.16,70.9,14.42,32.52,28.98,0.5215,0.04769,0.082803 && 0.072355,,,1.6301,50.5599 && 1.0071,,87.6666666667,10.0774776386,,,340649.1425 && 340648.447 && 340647.7985 && 340647.103,3832708.36 && 3832708.6 && 3832708.91 && 3832709.145,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r1-p0617 && SF-BE-r1-p0618 && SF-BE-r1-p0619 && SF-BE-r1-p0620,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0617 && BMS.SF-BE-r1-p0619 && PAN.SF-BE-r1-p0619 && LEF.SF-BE-r1-p0619,ANTHESIS && MATURITY
45 && 46 && 47 && 48,14,PI_569423,70,103,95,1.24,,1.06,,,,40.84,0.77,14.49,63.94,0.74,10.01,-11.58,90.42,1.15,4.52,37.9,88.87,62.68,62.21,21.72,64.24,0.64,77.99,17.05,36.32,26.01,0.53115,0.059787,0.080812 && 0.076391,,,7.1363,34.7924 && 27.3751,,89.3333333333,14.0554457615,,,340650.604 && 340649.91 && 340649.2305 && 340648.5365,3832712.51 && 3832712.75 && 3832712.97 && 3832713.21,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0665 && SF-BE-r1-p0666 && SF-BE-r1-p0667 && SF-BE-r1-p0668,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0665 && BMS.SF-BE-r1-p0667 && PAN.SF-BE-r1-p0667 && LEF.SF-BE-r1-p0667,ANTHESIS && MATURITY
45 && 46 && 47 && 48,15,PI_569457,91,81,87,0.66,,0.53,,,,39.56,0.64,11.11,66.06,3.01,9.22,18.69,91.73,1.03,5.35,31.15,73.84,58.71,54.78,20.91,69.88,0.42,66.5,12.45,34.21,28.46,0.020535,0.030411,0.058332 && 0.066604,,,6.931,36.2112 && 19.1868,,86.3333333333,4.10960933531,,,340652.137 && 340651.4425 && 340650.7125 && 340650.018,3832716.85 && 3832717.09 && 3832717.17 && 3832717.41,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r1-p0713 && SF-BE-r1-p0714 && SF-BE-r1-p0715 && SF-BE-r1-p0716,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0713 && BMS.SF-BE-r1-p0715 && PAN.SF-BE-r1-p0715 && LEF.SF-BE-r1-p0715,ANTHESIS && MATURITY
45 && 46 && 47 && 48,16,PI_452542,112,151,102,0.60,,0.52,,,,39.24,0.66,8.43,65.46,2.69,6.82,21.18,91.58,1,5.93,30.57,74.5,58.74,54.08,23.86,39.33,0.31,65.75,14.95,33.31,27.75,0.497,0.045994,0.0633 && 0.055963,,,8.7018,27.056 && 17.3362,,121.666666667,21.1397466609,,,340653.651 && 340652.955 && 340652.2825 && 340651.5865,3832721.14 && 3832721.375 && 3832721.615 && 3832721.85,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,Durra,SF-BE-r1-p0761 && SF-BE-r1-p0762 && SF-BE-r1-p0763 && SF-BE-r1-p0764,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0761 && BMS.SF-BE-r1-p0763 && PAN.SF-BE-r1-p0763 && LEF.SF-BE-r1-p0763,ANTHESIS && MATURITY
45 && 46 && 47 && 48,17,PI_585966,67,68,72,0.58,,0.43,,,,37.53,0.58,10.26,63.8,4.82,9.43,28.94,92.17,0.99,4.31,30.82,65.6,59.58,56.2,21.66,91.78,0.39,60.79,12.55,33.22,27.88,0.2574,0.051007,0.07304 && 0.062129,,,7.3756,16.1591 && 19.838,,69.0,2.16024689947,,,340655.1685 && 340654.4715 && 340653.825 && 340653.1285,3832725.44 && 3832725.675 && 3832725.99 && 3832726.225,PHOTOPERIOD_SENSITIVE,Cellulosic,Togo,Guinea,SF-BE-r1-p0809 && SF-BE-r1-p0810 && SF-BE-r1-p0811 && SF-BE-r1-p0812,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0809 && BMS.SF-BE-r1-p0811 && PAN.SF-BE-r1-p0811 && LEF.SF-BE-r1-p0811,ANTHESIS && MATURITY
45 && 46 && 47 && 48,18,PI_156463,85,96,102,0.50,,0.43,,,,38.41,0.71,10.83,63.84,2.35,8.66,10.39,91.76,1.01,5.83,32.93,74.3,59.73,57.32,22.55,64.21,0.74,69,15.24,32.58,27.3,0.41346,0.047696,0.072045 && 0.055659,,,8.3773,39.7517 && 3.2429,,94.3333333333,7.03957069398,,,340656.678 && 340655.9815 && 340655.3395 && 340654.643,3832729.72 && 3832729.955 && 3832730.285 && 3832730.52,PHOTOPERIOD_SENSITIVE,Cellulosic,Tanzania,Caudatum,SF-BE-r1-p0857 && SF-BE-r1-p0858 && SF-BE-r1-p0859 && SF-BE-r1-p0860,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0857 && BMS.SF-BE-r1-p0859 && PAN.SF-BE-r1-p0859 && LEF.SF-BE-r1-p0859,ANTHESIS && MATURITY
45 && 46 && 47 && 48,19,PI_646251,77,80,94,0.73,,0.59,,,,38.06,0.63,14.03,63.58,3.11,12.02,17.34,91.77,1.02,4.53,34.25,72.41,60.97,59.12,20.47,113.66,0.66,66.56,11.9,33.53,27.35,0.59143,0.046293,0.077207 && 0.046335,,,9.3298,26.4556 && 28.7873,,83.6666666667,7.4087035903,,,340658.1895 && 340657.493 && 340656.8395 && 340656.143,3832734.005 && 3832734.24 && 3832734.54 && 3832734.775,PHOTOPERIOD_SENSITIVE,Cellulosic,Uganda,,SF-BE-r1-p0905 && SF-BE-r1-p0906 && SF-BE-r1-p0907 && SF-BE-r1-p0908,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0905 && BMS.SF-BE-r1-p0907 && PAN.SF-BE-r1-p0907 && LEF.SF-BE-r1-p0907,ANTHESIS && MATURITY
45 && 46 && 47 && 48,20,PI_276837,212,177,184,1.12,,0.93,,,,31.44,0.48,5.48,57.13,3.21,6.03,26.25,91.04,0.84,5.14,34.81,67.11,63.07,59.5,33.09,54.02,0.61,65.27,22.75,26.3,27.34,0.66694,0.042326,0.070274 && 0.066314,,,10.9501,47.2966 && 21.4454,,191.0,15.1217282963,,,340659.7475 && 340659.0505 && 340658.405 && 340657.708,3832738.42 && 3832738.655 && 3832738.975 && 3832739.21,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,Durra-caudatum,SF-BE-r1-p0953 && SF-BE-r1-p0954 && SF-BE-r1-p0955 && SF-BE-r1-p0956,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0953 && BMS.SF-BE-r1-p0955 && PAN.SF-BE-r1-p0955 && LEF.SF-BE-r1-p0955,ANTHESIS && MATURITY
45 && 46 && 47 && 48,21,PI_329478,62,57,77,0.61,,0.48,,,,41.71,0.72,13.34,67.12,1.14,8.8,0.48,91.3,1.09,4.89,34.38,89.31,60.58,57.21,17.53,43.1,0.68,76.06,12.24,36.82,28.15,0.093646,0.053733,0.073484 && 0.048261,,,2.9581,3.6142 && 19.6866,,65.3333333333,8.49836585599,,,340661.286 && 340660.5885 && 340659.9395 && 340659.2415,3832742.78 && 3832743.015 && 3832743.325 && 3832743.555,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p1001 && SF-BE-r1-p1002 && SF-BE-r1-p1003 && SF-BE-r1-p1004,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1001 && BMS.SF-BE-r1-p1003 && PAN.SF-BE-r1-p1003 && LEF.SF-BE-r1-p1003,ANTHESIS && MATURITY
45 && 46 && 47 && 48,22,PI_563222,144,112,124,0.81,,0.71,,,,35.94,0.65,11.78,61.09,2.72,9.26,13.97,91.7,0.95,4.84,34.28,69.24,61.58,60.06,24.64,72.55,1.05,65.97,18.08,31.1,27.11,0.38785,0.063221,0.069287 && 0.061289,,,2.0888,17.3656 && 6.395,,126.666666667,13.1993265821,,,340662.796 && 340662.0975 && 340661.431 && 340660.733,3832747.055 && 3832747.29 && 3832747.555 && 3832747.785,PHOTOPERIOD_SENSITIVE,Cellulosic,United States,Kafir,SF-BE-r1-p1049 && SF-BE-r1-p1050 && SF-BE-r1-p1051 && SF-BE-r1-p1052,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1049 && BMS.SF-BE-r1-p1051 && PAN.SF-BE-r1-p1051 && LEF.SF-BE-r1-p1051,ANTHESIS && MATURITY
45 && 46 && 47 && 48,23,PI_569148,163,154,163,1.23,,1.08,,,,36.23,0.53,8.64,64.05,2.85,7.36,29.68,91.81,0.91,4.84,32.9,71.17,61.3,57.17,24.86,56.25,0.29,65.96,14.68,31.39,29.06,0.33283,0.054236,0.075771 && 0.070135,,,2.955,26.3861 && 3.3704,,160.0,4.24264068712,,,340664.329 && 340663.6315 && 340662.972 && 340662.2745,3832751.405 && 3832751.635 && 3832751.915 && 3832752.15,PHOTOPERIOD_SENSITIVE,Sweet,Sudan,Durra-bicolor,SF-BE-r1-p1097 && SF-BE-r1-p1098 && SF-BE-r1-p1099 && SF-BE-r1-p1100,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1097 && BMS.SF-BE-r1-p1099 && PAN.SF-BE-r1-p1099 && LEF.SF-BE-r1-p1099,ANTHESIS && MATURITY
45 && 46 && 47 && 48,24,PI_329480,146,110,118,1.45,,1.25,,,,38.61,0.75,13.88,61.3,2.42,11.95,2.29,92.07,0.96,4.09,35.25,72.24,61.73,61.16,22.22,89.35,1.52,66.88,15.82,34.52,25.58,0.77822,0.029524,0.064411 && 0.067191,,,3.2514,5.7062 && 5.2187,,124.666666667,15.4344492037,,,340665.859 && 340665.161 && 340664.5095 && 340663.8115,3832755.74 && 3832755.975 && 3832756.28 && 3832756.515,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p1145 && SF-BE-r1-p1146 && SF-BE-r1-p1147 && SF-BE-r1-p1148,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1145 && BMS.SF-BE-r1-p1147 && PAN.SF-BE-r1-p1147 && LEF.SF-BE-r1-p1147,ANTHESIS && MATURITY
45 && 46 && 47 && 48,25,PI_329673,92,99,88,0.96,,0.85,,,,33.5,0.65,12.64,59.4,4.18,12.24,23.99,92.6,0.9,4,34.91,71.69,61.92,61.25,26.16,108.8,1.23,63.55,15.83,29.5,28.21,0.7572,0.029228,0.079757 && 0.043675,,,9.0214,3.352 && 12.445,,93.0,4.54606056566,,,340667.3805 && 340666.682 && 340666.024 && 340665.3255,3832760.055 && 3832760.285 && 3832760.575 && 3832760.81,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p1193 && SF-BE-r1-p1194 && SF-BE-r1-p1195 && SF-BE-r1-p1196,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1193 && BMS.SF-BE-r1-p1195 && PAN.SF-BE-r1-p1195 && LEF.SF-BE-r1-p1195,ANTHESIS && MATURITY
45 && 46 && 47 && 48,26,PI_329403,143,153,135,1.37,,1.15,,,,38.63,0.63,10.91,66.25,2.15,7.2,17.16,91.87,0.97,5.26,32.27,78.12,60.19,55.96,20.66,39.94,0.49,69.54,13.43,33.37,29.76,0.66048,0.029415,0.066386 && 0.061276,,,8.0257,20.1576 && 12.6738,,143.666666667,7.36357401146,,,340668.911 && 340668.213 && 340667.564 && 340666.8665,3832764.39 && 3832764.625 && 3832764.94 && 3832765.175,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p1241 && SF-BE-r1-p1242 && SF-BE-r1-p1243 && SF-BE-r1-p1244,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1241 && BMS.SF-BE-r1-p1243 && PAN.SF-BE-r1-p1243 && LEF.SF-BE-r1-p1243,ANTHESIS && MATURITY
